GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US13161,13161,"Jeff Davis County, Georgia",36566,2252
0500000US13163,13163,"Jefferson County, Georgia",28417,1882
0500000US13165,13165,"Jenkins County, Georgia",27398,4731
0500000US13167,13167,"Johnson County, Georgia",32685,5126
0500000US13169,13169,"Jones County, Georgia",54020,5196
0500000US13171,13171,"Lamar County, Georgia",40364,3606
0500000US13173,13173,"Lanier County, Georgia",31682,8393
0500000US13175,13175,"Laurens County, Georgia",33632,2309
0500000US13177,13177,"Lee County, Georgia",62797,3196
0500000US13179,13179,"Liberty County, Georgia",42484,1787
0500000US13181,13181,"Lincoln County, Georgia",34720,5121
0500000US13183,13183,"Long County, Georgia",50848,3805
0500000US13185,13185,"Lowndes County, Georgia",38915,1224
