GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US08125,8125,"Yuma County, Colorado",46576,4008
0500000US09001,9001,"Fairfield County, Connecticut",103874,1573
0500000US09003,9003,"Hartford County, Connecticut",80159,1162
0500000US09005,9005,"Litchfield County, Connecticut",74509,1618
0500000US09007,9007,"Middlesex County, Connecticut",82212,1725
0500000US09009,9009,"New Haven County, Connecticut",73955,1204
0500000US09011,9011,"New London County, Connecticut",73002,1644
0500000US09013,9013,"Tolland County, Connecticut",82027,1882
0500000US09015,9015,"Windham County, Connecticut",63366,2084
0500000US10001,10001,"Kent County, Delaware",58929,1730
0500000US10003,10003,"New Castle County, Delaware",73539,1148
0500000US10005,10005,"Sussex County, Delaware",58838,1667
0500000US11001,11001,"District of Columbia, District of Columbia",122593,2242
0500000US12001,12001,"Alachua County, Florida",51981,1245
0500000US12003,12003,"Baker County, Florida",57180,3897
0500000US12005,12005,"Bay County, Florida",50670,1340
0500000US12007,12007,"Bradford County, Florida",48877,3925
0500000US12009,12009,"Brevard County, Florida",51917,687
0500000US12011,12011,"Broward County, Florida",60118,653
0500000US12013,12013,"Calhoun County, Florida",39066,4552
0500000US12015,12015,"Charlotte County, Florida",45956,1167
0500000US12017,12017,"Citrus County, Florida",38934,1516
0500000US12019,12019,"Clay County, Florida",60172,2003
0500000US12021,12021,"Collier County, Florida",66575,1648
0500000US12023,12023,"Columbia County, Florida",45233,2628
0500000US12027,12027,"DeSoto County, Florida",39550,2103
0500000US12029,12029,"Dixie County, Florida",34469,3536
0500000US12031,12031,"Duval County, Florida",56771,1064
0500000US12033,12033,"Escambia County, Florida",51971,1008
0500000US12035,12035,"Flagler County, Florida",49504,1553
0500000US12037,12037,"Franklin County, Florida",40000,4439
0500000US12039,12039,"Gadsden County, Florida",52765,4827
0500000US12041,12041,"Gilchrist County, Florida",41304,3187
0500000US12043,12043,"Glades County, Florida",34174,3395
0500000US12045,12045,"Gulf County, Florida",42092,4031
0500000US12047,12047,"Hamilton County, Florida",41763,2911
0500000US12049,12049,"Hardee County, Florida",42027,4913
0500000US12051,12051,"Hendry County, Florida",50599,5229
0500000US12053,12053,"Hernando County, Florida",43085,1090
0500000US12055,12055,"Highlands County, Florida",39027,1324
0500000US12057,12057,"Hillsborough County, Florida",62236,736
0500000US12059,12059,"Holmes County, Florida",37709,2797
0500000US12061,12061,"Indian River County, Florida",49337,1433
0500000US12063,12063,"Jackson County, Florida",38608,2943
0500000US12065,12065,"Jefferson County, Florida",53083,3285
0500000US12067,12067,"Lafayette County, Florida",41450,4275
0500000US12069,12069,"Lake County, Florida",48506,1141
0500000US12071,12071,"Lee County, Florida",53930,778
0500000US12073,12073,"Leon County, Florida",58174,2142
0500000US12075,12075,"Levy County, Florida",37050,2039
0500000US12077,12077,"Liberty County, Florida",38245,3331
0500000US12079,12079,"Madison County, Florida",34398,4719
0500000US12081,12081,"Manatee County, Florida",54942,1150
0500000US12083,12083,"Marion County, Florida",42118,799
0500000US12085,12085,"Martin County, Florida",55176,1770
0500000US12086,12086,"Miami-Dade County, Florida",70444,1494
0500000US12087,12087,"Monroe County, Florida",66181,3101
0500000US12089,12089,"Nassau County, Florida",60482,3366
0500000US12091,12091,"Okaloosa County, Florida",60263,1394
0500000US12093,12093,"Okeechobee County, Florida",36658,2105
0500000US12095,12095,"Orange County, Florida",60489,799
0500000US12097,12097,"Osceola County, Florida",54166,2589
0500000US12099,12099,"Palm Beach County, Florida",62814,855
0500000US12101,12101,"Pasco County, Florida",45721,629
0500000US12103,12103,"Pinellas County, Florida",49850,649
0500000US12105,12105,"Polk County, Florida",48208,940
0500000US12107,12107,"Putnam County, Florida",37093,1647
0500000US12109,12109,"St. Johns County, Florida",71059,2334
0500000US12111,12111,"St. Lucie County, Florida",48858,1811
0500000US12113,12113,"Santa Rosa County, Florida",62314,1686
0500000US12115,12115,"Sarasota County, Florida",54497,1028
0500000US12117,12117,"Seminole County, Florida",64892,1365
0500000US12119,12119,"Sumter County, Florida",54466,2297
0500000US12121,12121,"Suwannee County, Florida",42976,5662
0500000US12123,12123,"Taylor County, Florida",38407,4012
0500000US12125,12125,"Union County, Florida",39050,5338
0500000US12127,12127,"Volusia County, Florida",45037,709
0500000US12129,12129,"Wakulla County, Florida",53208,3595
0500000US12131,12131,"Walton County, Florida",48765,2922
0500000US12133,12133,"Washington County, Florida",38775,3617
0500000US13001,13001,"Appling County, Georgia",42798,4155
0500000US13003,13003,"Atkinson County, Georgia",34697,5589
0500000US13005,13005,"Bacon County, Georgia",43354,5822
0500000US13007,13007,"Baker County, Georgia",51054,4488
0500000US13009,13009,"Baldwin County, Georgia",40977,3988
0500000US13011,13011,"Banks County, Georgia",41499,2806
0500000US13013,13013,"Barrow County, Georgia",55100,1980
0500000US13015,13015,"Bartow County, Georgia",54528,3322
0500000US13017,13017,"Ben Hill County, Georgia",43428,3108
0500000US13019,13019,"Berrien County, Georgia",38040,2611
0500000US13021,13021,"Bibb County, Georgia",55122,2896
0500000US13023,13023,"Bleckley County, Georgia",47098,4395
0500000US13025,13025,"Brantley County, Georgia",37232,3116
0500000US13027,13027,"Brooks County, Georgia",42352,6170
0500000US13029,13029,"Bryan County, Georgia",69034,6157
0500000US13031,13031,"Bulloch County, Georgia",42704,2359
0500000US13033,13033,"Burke County, Georgia",58197,9665
0500000US13035,13035,"Butts County, Georgia",45645,4869
0500000US13037,13037,"Calhoun County, Georgia",47115,12359
0500000US13039,13039,"Camden County, Georgia",58544,3792
0500000US13043,13043,"Candler County, Georgia",37001,2920
0500000US13045,13045,"Carroll County, Georgia",48558,2401
0500000US13047,13047,"Catoosa County, Georgia",52124,1858
0500000US13049,13049,"Charlton County, Georgia",47922,11814
0500000US13051,13051,"Chatham County, Georgia",60028,1818
0500000US13053,13053,"Chattahoochee County, Georgia",46611,5361
0500000US13055,13055,"Chattooga County, Georgia",36472,2664
0500000US13057,13057,"Cherokee County, Georgia",75182,2415
0500000US13059,13059,"Clarke County, Georgia",40033,1726
0500000US13061,13061,"Clay County, Georgia",43241,6149
0500000US13063,13063,"Clayton County, Georgia",42443,3556
0500000US13065,13065,"Clinch County, Georgia",34779,4292
0500000US13067,13067,"Cobb County, Georgia",80438,1324
0500000US13069,13069,"Coffee County, Georgia",38304,2171
0500000US13071,13071,"Colquitt County, Georgia",41309,2326
0500000US13073,13073,"Columbia County, Georgia",73387,2530
0500000US13075,13075,"Cook County, Georgia",41374,4859
0500000US13077,13077,"Coweta County, Georgia",70468,2181
0500000US13079,13079,"Crawford County, Georgia",44005,4735
0500000US13081,13081,"Crisp County, Georgia",45322,3973
0500000US13083,13083,"Dade County, Georgia",46466,5354
0500000US13085,13085,"Dawson County, Georgia",59695,4078
0500000US13087,13087,"Decatur County, Georgia",41245,2550
0500000US13089,13089,"DeKalb County, Georgia",80615,1438
0500000US13091,13091,"Dodge County, Georgia",43582,2480
0500000US13093,13093,"Dooly County, Georgia",37730,10505
0500000US13095,13095,"Dougherty County, Georgia",52261,3020
0500000US13097,13097,"Douglas County, Georgia",59869,2598
0500000US13099,13099,"Early County, Georgia",41455,4835
0500000US13101,13101,"Echols County, Georgia",40058,7743
0500000US13103,13103,"Effingham County, Georgia",66131,3460
0500000US13105,13105,"Elbert County, Georgia",42282,4652
0500000US13107,13107,"Emanuel County, Georgia",36285,2392
0500000US13109,13109,"Evans County, Georgia",51699,8279
0500000US13111,13111,"Fannin County, Georgia",39232,2462
0500000US13113,13113,"Fayette County, Georgia",85084,2857
0500000US13115,13115,"Floyd County, Georgia",48319,2103
0500000US13117,13117,"Forsyth County, Georgia",92333,2155
0500000US13119,13119,"Franklin County, Georgia",39380,3797
0500000US13121,13121,"Fulton County, Georgia",91704,1615
0500000US13123,13123,"Gilmer County, Georgia",44070,2927
0500000US13125,13125,"Glascock County, Georgia",44955,5264
0500000US13127,13127,"Glynn County, Georgia",54777,4008
0500000US13129,13129,"Gordon County, Georgia",43687,2720
0500000US13131,13131,"Grady County, Georgia",43072,3631
0500000US13133,13133,"Greene County, Georgia",58614,6413
0500000US13135,13135,"Gwinnett County, Georgia",77491,1756
0500000US13137,13137,"Habersham County, Georgia",42836,3004
